"","key_pin","pi_ns","property_use","address","class","age","land_sqft","bldg_sqft","net_rentable_sf","investment_rating","adj_rent_sf","pgi","v_c","exp","noi","cap_rate","inc_mv_sf","adj_sale_comp_sf","market_value_sf","excess_land_value","market_value_with_excess_land","sheet_name","file_name"
"9310","03-27-401-304-0000","03-27-401-304-0000","Strip Center","112 E Kensington Mount Prospect","5-17","25","66719","12404",NA,"C","17.6","218310.4","0.1","0.4","117887.616","0.08","118.8","140",NA,"256545",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9311","03-29-347-028-0000","03-29-347-028-0000","Restaurant","27 W CAMPBELL ARLINGTON HEIGHTS","5-17","32","3828","3500",NA,"C","18","63000","0.05","0.15","50872.5","0.08","181.6875","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9312","03-29-347-029-0000","03-29-347-029-0000","Restaurant","17 W CAMPBELL ARLINGTON HEIGHTS","5-17","80","4224","3840",NA,"C","18","69120","0.05","0.15","55814.4","0.08","181.6875","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9313","03-32-419-021-0000","03-32-419-019-0000 03-32-419-020-0000 03-32-419-021-0000 03-32-419-022-0000 03-32-419-023-0000","Medical Office","1112 E CENTRAL ARLINGTON HEIGHTS","5-17","40","19318","10543",NA,"C","16","168688","0.15","0.45","78861.64","0.08","93.5","92",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9314","03-18-205-006-0000","03-18-205-006-0000","Strip Center","903 W RAND ARLINGTON HEIGHTS","5-17","50","42602","12640",NA,"C","17.6","222464","0.1","0.4","120130.56","0.08","118.8","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9315","03-29-348-032-0000","03-29-348-032-0000","retail-storefront","17 E CAMPBELL ARLINGTON HEIGHTS","5-17","62","4356","2800",NA,"C","20","56000","0.1","0.4","30240","0.08","135","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9316","03-29-405-004-0000","03-29-405-004-0000","Retail-Freestanding","24 N HICKORY ARLINGTON HEIGHTS","5-17","57","70875","12168",NA,"C","16","194688","0.1","0.4","105131.52","0.08","108","140",NA,"244233",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9317","03-29-409-008-0000","03-29-409-008-0000 03-29-409-009-0000 03-29-409-010-0000","Strip Center","704 E KENSINGTON ARLINGTON HEIGHTS","5-17","47","12825","4400",NA,"C","19.8","87120","0.1","0.4","47044.8","0.08","133.65","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9318","03-09-303-007-0000","03-09-303-007-0000","Strip Center","1750 W HINTZ WHEELING","5-17","45","163089","13276",NA,"C","17.6","233657.6","0.1","0.4","126175.104","0.08","118.8","140",NA,"1649775",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9319","03-35-307-010-0000","03-35-307-010-0000","Strip Center","905 E RAND MOUNT PROSPECT","5-17","19","57395","13294",NA,"C","17.6","233974.4","0.1","0.4","126346.176","0.08","118.8","140",NA,"63285",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9320","03-11-108-021-0000","03-11-108-021-0000","Strip Center","400  TOWN WHEELING","5-17","1","20711","13610",NA,"C","21.12","287443.2","0.1","0.4","155219.328","0.08","142.56","168",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9321","03-20-101-005-0000","03-20-101-005-0000","Professional Office","1635 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","43","44126","13720",NA,"C","14.4","197568","0.15","0.45","92363.04","0.08","84.15","92",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9322","03-30-109-010-0000","03-30-109-010-0000 03-30-109-011-0000 03-30-109-012-0000 03-30-109-013-0000","Retail-Freestanding","1628 W NORTHWEST ARLINGTON HEIGHTS","5-17","58","13046","6630",NA,"C","18","119340","0.1","0.4","64443.6","0.08","121.5","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9323","03-04-302-038-0000","03-04-302-038-0000","Retail-Freestanding","20 E DUNDEE BUFFALO GROVE","5-17","19","89728","13733",NA,"C","16","219728","0.1","0.4","118653.12","0.08","108","140",NA,"521940",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9324","03-30-109-016-0000","03-30-109-016-0000 03-30-109-017-0000","Professional Office","1612 W NORTHWEST ARLINGTON HEIGHTS","5-17","55","6250","2475",NA,"C","18","44550","0.15","0.45","20827.125","0.08","105.1875","115",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9325","03-30-109-014-0000","03-30-109-014-0000 03-30-109-015-0000","Medical Office","1614 W NORTHWEST ARLINGTON HEIGHTS","5-17","43","6250","1750",NA,"C","20","35000","0.15","0.45","16362.5","0.08","116.875","115",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9326","03-02-200-104-0000","03-02-200-104-0000","Strip Center","701 N MILWAUKEE WHEELING","5-17","13","59176","14061",NA,"C","19.36","272220.96","0.1","0.4","146999.3184","0.08","130.68","154",NA,"43980",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9327","03-30-116-041-0000","03-30-116-038-0000 03-30-116-041-0000","Retail-Freestanding","1000 W NORTHWEST ARLINGTON HEIGHTS","5-17","71","46704","12320",NA,"C","16","197120","0.1","0.4","106444.8","0.08","108","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9328","03-29-411-018-0000","03-29-411-018-0000","Retail-Freestanding","840 W KENSINGTON ARLINGTON HEIGHTS","5-17","1","87857","14110",NA,"C","19.2","270912","0.1","0.4","146292.48","0.08","129.6","168",NA,"471255",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9329","03-10-116-035-0000","03-10-116-035-0000 03-10-116-038-0000 03-10-116-039-0000","Retail-Freestanding","1099 W DUNDEE WHEELING","5-17","19","57228","14231",NA,"C","16","227696","0.1","0.4","122955.84","0.08","108","140",NA,"4560",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9330","03-32-201-042-0000","03-32-201-042-0000","Retail-Freestanding","948 E NORTHWEST ARLINGTON HEIGHTS","5-17","14","65531","14407",NA,"C","17.6","253563.2","0.1","0.4","136924.128","0.08","118.8","154",NA,"158060",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9331","03-30-227-024-0000","03-30-227-024-0000","Retail-Freestanding","800 W NORTHWEST ARLINGTON HEIGHTS","5-17","59","7592","5670",NA,"C","18","102060","0.1","0.4","55112.4","0.08","121.5","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9332","03-02-200-102-0000","03-02-200-102-0000","Restaurant","781 N MILWAUKEE WHEELING","5-17","13","66728","14479",NA,"C","15.84","229347.36","0.05","0.15","185197.9932","0.08","159.885","154",NA,"132180",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9333","03-30-118-001-0000","03-30-118-001-0000 03-30-118-002-0000 03-30-118-003-0000","Strip Center","827 N WILKE ARLINGTON HEIGHTS","5-17","33","65854","15010",NA,"C","17.6","264176","0.1","0.4","142655.04","0.08","118.8","140",NA,"87210",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9334","03-30-313-011-0000","03-30-313-011-0000 03-30-313-012-0000 03-30-313-013-0000","Strip Center","23 N WILKE ARLINGTON HEIGHTS","5-17","43","23400","6720",NA,"C","19.8","133056","0.1","0.4","71850.24","0.08","133.65","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9335","03-02-410-139-0000","03-02-410-139-0000","Retail-Freestanding","100 N MILWAUKEE WHEELING","5-17","20","79022","15036",NA,"C","16","240576","0.1","0.4","129911.04","0.08","108","140",NA,"283170",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9336","03-30-313-045-0000","03-30-313-045-0000","Restaurant","1706 W CAMPBELL ARLINGTON HEIGHTS","5-17","64","9350","1106",NA,"C","18","19908","0.05","0.15","16075.71","0.08","181.6875","175",NA,"73890",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9337","03-30-402-003-0000","03-30-402-002-0000 03-30-402-003-0000","Restaurant","642 W NORTHWEST ARLINGTON HEIGHTS","5-17","90","8497","1444",NA,"C","14.4","20793.6","0.05","0.15","16790.832","0.08","145.35","140",NA,"54420",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9338","03-30-313-037-0000","03-30-313-037-0000 03-30-313-046-0000","Medical Office","1702 W CAMPBELL ARLINGTON HEIGHTS","5-17","45","17500","4940",NA,"C","18","88920","0.15","0.45","41570.1","0.08","105.1875","103.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9339","03-07-201-021-0000","03-07-201-021-0000","Retail-Freestanding","1225  DUNDEE BUFFALO GROVE","5-17","19","60364","15048",NA,"C","16","240768","0.1","0.4","130014.72","0.08","108","140",NA,"2580",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9340","03-36-100-029-0000","03-36-100-029-0000","Retail-Freestanding","1701  KENSINGTON MOUNT PROSPECT","5-17","20","95993","15048",NA,"C","16","240768","0.1","0.4","130014.72","0.08","108","140",NA,"537015",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9341","03-30-406-021-0000","03-30-406-021-0000 03-30-406-028-0000","Retail-Freestanding","320  NORTHWEST ARLINGTON HEIGHTS","5-17","87","21000","6392",NA,"C","14.4","92044.8","0.1","0.4","49704.192","0.08","97.2","126",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9342","03-22-408-033-0000","03-22-408-007-0000 03-22-408-008-0000 03-22-408-009-0000 03-22-408-010-0000 03-22-408-011-0000 03-22-408-012-0000 03-22-408-014-0000 03-22-408-015-0000 03-22-408-016-0000 03-22-408-017-0000 03-22-408-029-8002 03-22-408-033-0000","Retail-Freestanding","1 N ELMHURST PROSPECT HEIGHTS","5-17","22","0","15048",NA,"C","16","240768","0.1","0.4","130014.72","0.08","108","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9343","03-11-108-022-0000","03-11-108-022-0000","Retail-Freestanding","351 W DUNDEE WHEELING","5-17","1","23754","15095",NA,"C","19.2","289824","0.1","0.4","156504.96","0.08","129.6","168",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9344","03-09-207-036-0000","03-09-207-036-0000","Medical Office","1205 W DUNDEE WHEELING","5-17","48","9670","1425",NA,"C","20","28500","0.15","0.45","13323.75","0.08","116.875","115",NA,"59550",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9345","03-03-400-036-0000","03-03-400-036-0000","Medical Office","727 W DUNDEE WHEELING","5-17","49","13240","1452",NA,"C","20","29040","0.15","0.45","13576.2","0.08","116.875","115",NA,"111480",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9346","03-34-328-001-0000","03-34-328-001-0000","Medical Office","411 W WALNUT MOUNT PROSPECT","5-17","49","9213","4200",NA,"C","18","75600","0.15","0.45","35343","0.08","105.1875","103.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9347","03-12-105-021-0000","03-12-105-021-0000","Professional Office","307 S MILWAUKEE WHEELING","5-17","41","61866","15594",NA,"C","14.4","224553.6","0.15","0.45","104978.808","0.08","84.15","92",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9348","03-32-418-032-0000","03-32-418-032-0000","Medical Office","1000 E CENTRAL ARLINGTON HEIGHTS","5-17","49","18383","4272",NA,"C","18","76896","0.15","0.45","35948.88","0.08","105.1875","103.5",NA,"19425",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9349","03-29-340-023-0000","03-29-340-023-0000 03-30-419-056-0000","retail-storefront","200 W CAMPBELL ARLINGTON HEIGHTS","5-17","19","21258","15956",NA,"C","16","255296","0.1","0.4","137859.84","0.08","108","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9350","03-34-200-207-0000","03-34-200-207-0000","Medical Office","212 E RAND MOUNT PROSPECT","5-17","50","29422","3200",NA,"C","20","64000","0.15","0.45","29920","0.08","116.875","115",NA,"249330",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9351","03-32-103-022-0000","03-32-103-022-0000","Retail-Freestanding","124 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","7","9086","3000",NA,"C","20","60000","0.1","0.4","32400","0.08","135","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9352","03-29-347-023-0000","03-29-347-023-0000 03-29-347-024-0000 03-29-347-025-0000 03-29-347-026-0000","Strip Center","20 S DUNTON ARLINGTON HEIGHTS","5-17","61","30492","16500",NA,"C","17.6","290400","0.1","0.4","156816","0.08","118.8","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9353","03-34-200-057-0000","03-34-200-057-0000","Medical Office","201 E KENSINGTON MOUNT PROSPECT","5-17","51","18122","5000",NA,"C","18","90000","0.15","0.45","42075","0.08","105.1875","103.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9354","03-32-104-018-0000","03-32-104-018-0000","Professional Office","123 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","59","13500","4600",NA,"C","16.2","74520","0.15","0.45","34838.1","0.08","94.66875","103.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9355","03-32-108-001-0000","03-32-108-001-0000 03-32-108-002-0000","Strip Center","205 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","61","13150","7700",NA,"C","19.8","152460","0.1","0.4","82328.4","0.08","133.65","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9356","03-32-108-004-0000","03-32-108-004-0000","Professional Office","215 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","44","13200","1948",NA,"C","18","35064","0.15","0.45","16392.42","0.08","105.1875","115",NA,"108160",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9357","03-32-108-008-0000","03-32-108-008-0000","retail-storefront","209 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","65","14256","7125",NA,"C","18","128250","0.1","0.4","69255","0.08","121.5","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9358","03-32-114-008-0000","03-32-114-008-0000","Retail-Freestanding","310 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","63","3644","880",NA,"C","22","19360","0.1","0.4","10454.4","0.08","148.5","192.5",NA,"2480",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9359","03-32-115-008-0000","03-32-115-008-0000","Retail-Freestanding","333 S ARLINGTON HEIGHTS ARLINGTON HEIGHTS","5-17","48","18656","7720",NA,"C","18","138960","0.1","0.4","75038.4","0.08","121.5","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9360","03-32-200-028-0000","03-32-200-028-0000 03-32-200-029-0000","Retail-Freestanding","710 E NORTHWEST ARLINGTON HEIGHTS","5-17","74","21716","4883",NA,"C","18","87894","0.1","0.4","47462.76","0.08","121.5","157.5",NA,"21840",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9361","03-27-301-015-0000","03-27-301-015-0000","Strip Center","1 W RAND MOUNT PROSPECT","5-17","19","84986","17205",NA,"C","17.6","302808","0.1","0.4","163516.32","0.08","118.8","140",NA,"242490",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9362","03-18-102-009-0000","03-18-102-009-0000","Strip Center","1010 W RAND ARLINGTON HEIGHTS","5-17","32","68357","18000",NA,"C","17.6","316800","0.1","0.4","171072","0.08","118.8","140",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9363","03-32-227-007-0000","03-32-227-007-0000 03-32-227-008-0000","retail-storefront","1325 E DAVIS ARLINGTON HEIGHTS","5-17","43","14987","6500",NA,"C","18","117000","0.1","0.4","63180","0.08","121.5","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9364","03-32-236-016-0000","03-32-236-016-0000 03-32-236-017-0000","Retail-Freestanding","510 S ARTHUR ARLINGTON HEIGHTS","5-17","40","6000","2585",NA,"C","20","51700","0.1","0.4","27918","0.08","135","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9365","03-32-236-027-0000","03-32-236-026-0000 03-32-236-027-0000 03-32-236-028-0000 03-32-236-029-0000 03-32-236-030-0000 03-32-236-031-0000 03-32-236-032-0000","Strip Center","530 S ARTHUR ARLINGTON HEIGHTS","5-17","40","21000","7000",NA,"C","17.82","124740","0.1","0.4","67359.6","0.08","120.285","141.75",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9366","03-32-236-036-0000","03-32-236-036-0000","Strip Center","502 S ARTHUR ARLINGTON HEIGHTS","5-17","42","13706","3492",NA,"C","22","76824","0.1","0.4","41484.96","0.08","148.5","175",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9367","03-32-319-028-0000","03-32-319-028-0000","Professional Office","110 E CENTRAL ARLINGTON HEIGHTS","5-17","33","20896","5344",NA,"C","14.58","77915.52","0.15","0.45","36425.5056","0.08","85.201875","93.15",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9368","03-32-408-041-0000","03-32-408-041-0000","Strip Center","618 S ARTHUR ARLINGTON HEIGHTS","5-17","34","18000","5520",NA,"C","19.8","109296","0.1","0.4","59019.84","0.08","133.65","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9369","03-32-408-044-0000","03-32-408-044-0000","Professional Office","634 S ARTHUR ARLINGTON HEIGHTS","5-17","40","16500","4756",NA,"C","16.2","77047.2","0.15","0.45","36019.566","0.08","94.66875","103.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9370","03-32-408-045-0000","03-32-408-045-0000","Retail-Freestanding","646 S ARTHUR ARLINGTON HEIGHTS","5-17","14","12214","4800",NA,"C","18","86400","0.1","0.4","46656","0.08","121.5","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9371","03-29-411-017-0000","03-29-411-017-0000","Strip Center","806 W KENSINGTON ARLINGTON HEIGHTS","5-17","12","69527","18439",NA,"C","19.36","356979.04","0.1","0.4","192768.6816","0.08","130.68","154",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9372","03-32-417-033-0000","03-32-417-033-0000 03-32-417-034-0000 03-32-417-035-0000 03-32-417-036-0000 03-32-417-037-0000 03-32-421-010-0000","Strip Center","842 S ARTHUR ARLINGTON HEIGHTS","5-17","40","25586","7486",NA,"C","15.84","118578.24","0.1","0.4","64032.2496","0.08","106.92","126",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9373","03-32-418-025-0000","03-32-418-025-0000 03-32-418-026-0000 03-32-418-027-0000 03-32-418-028-0000","Retail-Freestanding","1030 E CENTRAL ARLINGTON HEIGHTS","5-17","42","16393","3020",NA,"C","20","60400","0.1","0.4","32616","0.08","135","175",NA,"51756",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9374","03-35-200-009-0000","03-35-200-009-0000","Medical Office","322 N WOLF MOUNT PROSPECT","5-17","51","41600","2312",NA,"C","20","46240","0.15","0.45","21617.2","0.08","116.875","115",NA,"399547.2",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9375","03-32-101-020-0000","03-32-101-020-0000","Medical Office","102 S DUNTON ARLINGTON HEIGHTS","5-17","52","7722","2321",NA,"C","20","46420","0.15","0.45","21701.35","0.08","116.875","115",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9376","03-32-421-014-0000","03-32-421-014-0000 03-32-421-015-0000 03-32-421-016-0000 03-32-421-017-0000 03-32-421-018-0000 03-32-421-019-0000","Strip Center","936 S ARTHUR ARLINGTON HEIGHTS","5-17","44","18000","5922",NA,"C","19.8","117255.6","0.1","0.4","63318.024","0.08","133.65","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9377","03-32-421-020-0000","03-32-421-020-0000 03-32-421-021-0000 03-32-421-022-0000 03-32-421-023-0000 03-32-421-024-0000","Strip Center","952 S ARTHUR ARLINGTON HEIGHTS","5-17","41","15000","5310",NA,"C","19.8","105138","0.1","0.4","56774.52","0.08","133.65","157.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9378","03-33-111-037-0000","03-33-111-037-0000","Professional Office","1714 E NORTHWEST ARLINGTON HEIGHTS","5-17","66","4148","2400",NA,"C","18","43200","0.15","0.45","20196","0.08","105.1875","115",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9379","03-33-118-009-0000","03-33-118-009-0000","Professional Office","1800 E NORTHWEST ARLINGTON HEIGHTS","5-17","57","7577","5550",NA,"C","16.2","89910","0.15","0.45","42032.925","0.08","94.66875","103.5",NA,"0",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
"9380","03-32-419-025-0000","03-32-419-024-0000 03-32-419-025-0000 03-32-419-026-0000","medical office","1120 E CENTRAL ARLINGTON HEIGHTS","5-17","52","8775","1763",NA,"C","20","35260","0.15","0.45","16484.05","0.08","116.875","115",NA,"25845",NA,"5-17s","2022.ICValuationModels.T38.Wheeling Hardcode.xlsx"
