keypin_concat,keypin,pins,has_range,pins2,pins3,check_me,Alea_added
19253040020000,19-25-304-002-0000,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-312-004-0000,19-25-312-004-0000,0,0
19253040020000,19-25-304-002-0000,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-313-001-0000,19-25-313-001-0000,0,0
19253040020000,19-25-304-002-0000,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-314-001-0000,19-25-314-001-0000,0,0
19253040020000,19-25-304-002-0000,"19-25-304-002-0000, 19-25-305-002-0000, 19-25-306-002-0000, 19-25-307-003-0000, 19-25-312-004-0000, 19-25-313-001-0000, 19-25-314-001-0000, 19-25-315-001-0000",0,19-25-315-001-0000,19-25-315-001-0000,0,0
19253100090000,19-25-310-009-0000,"19-25-310-009-0000, 19-25-310-010-0000",0,19-25-310-009-0000,19-25-310-009-0000,0,0
19253100090000,19-25-310-009-0000,"19-25-310-009-0000, 19-25-310-010-0000",0,19-25-310-010-0000,19-25-310-010-0000,0,0
19281000430000,19-28-100-043-0000,19-28-100-043-0000,0,19-28-100-043-0000,19-28-100-043-0000,0,0
19281000490000,19-28-100-049-0000,"19-28-100-049-0000, 19-28-100-051-0000, 19-28-100-052-0000",0,19-28-100-049-0000,19-28-100-049-0000,0,0
19281000490000,19-28-100-049-0000,"19-28-100-049-0000, 19-28-100-051-0000, 19-28-100-052-0000",0,19-28-100-051-0000,19-28-100-051-0000,0,0
19281000490000,19-28-100-049-0000,"19-28-100-049-0000, 19-28-100-051-0000, 19-28-100-052-0000",0,19-28-100-052-0000,19-28-100-052-0000,0,0
19281000500000,19-28-100-050-0000,19-28-100-050-0000,0,19-28-100-050-0000,19-28-100-050-0000,0,0
19281000560000,19-28-100-056-0000,"19-28-100-055-0000, 19-28-100-056-0000",0,19-28-100-055-0000,19-28-100-055-0000,0,0
19281000560000,19-28-100-056-0000,"19-28-100-055-0000, 19-28-100-056-0000",0,19-28-100-056-0000,19-28-100-056-0000,0,0
19281000590000,19-28-100-059-0000,19-28-100-059-0000,0,19-28-100-059-0000,19-28-100-059-0000,0,0
19281000600000,19-28-100-060-0000,19-28-100-060-0000,0,19-28-100-060-0000,19-28-100-060-0000,0,0
19281010150000,19-28-101-015-0000,19-28-101-015-0000,0,19-28-101-015-0000,19-28-101-015-0000,0,0
19281010240000,19-28-101-024-0000,"19-28-101-024-0000, 19-28-101-027-0000",0,19-28-101-024-0000,19-28-101-024-0000,0,0
19281010240000,19-28-101-024-0000,"19-28-101-024-0000, 19-28-101-027-0000",0,19-28-101-027-0000,19-28-101-027-0000,0,0
19281010300000,19-28-101-030-0000,"19-28-101-030-0000, 19-28-200-032-0000",0,19-28-101-030-0000,19-28-101-030-0000,0,0
19281010300000,19-28-101-030-0000,"19-28-101-030-0000, 19-28-200-032-0000",0,19-28-200-032-0000,19-28-200-032-0000,0,0
19281020180000,19-28-102-018-0000,19-28-102-018-0000,0,19-28-102-018-0000,19-28-102-018-0000,0,0
19282000160000,19-28-200-016-0000,19-28-200-016-0000,0,19-28-200-016-0000,19-28-200-016-0000,0,0
19282000330000,19-28-200-033-0000,"19-28-200-033-0000, 19-28-200-034-0000",0,19-28-200-033-0000,19-28-200-033-0000,0,0
19282000330000,19-28-200-033-0000,"19-28-200-033-0000, 19-28-200-034-0000",0,19-28-200-034-0000,19-28-200-034-0000,0,0
19282000350000,19-28-200-035-0000,"19-28-200-035-0000, 19-28-200-036-0000",0,19-28-200-035-0000,19-28-200-035-0000,0,0
19282000350000,19-28-200-035-0000,"19-28-200-035-0000, 19-28-200-036-0000",0,19-28-200-036-0000,19-28-200-036-0000,0,0
19282010400000,19-28-201-040-0000,19-28-201-040-0000,0,19-28-201-040-0000,19-28-201-040-0000,0,0
19282030010000,19-28-203-001-0000,"19-28-203-001-0000, 19-28-203-002-0000, 19-28-203-003-0000, 19-28-203-004-0000",0,19-28-203-001-0000,19-28-203-001-0000,0,0
19282030010000,19-28-203-001-0000,"19-28-203-001-0000, 19-28-203-002-0000, 19-28-203-003-0000, 19-28-203-004-0000",0,19-28-203-002-0000,19-28-203-002-0000,0,0
19282030010000,19-28-203-001-0000,"19-28-203-001-0000, 19-28-203-002-0000, 19-28-203-003-0000, 19-28-203-004-0000",0,19-28-203-003-0000,19-28-203-003-0000,0,0
19282030010000,19-28-203-001-0000,"19-28-203-001-0000, 19-28-203-002-0000, 19-28-203-003-0000, 19-28-203-004-0000",0,19-28-203-004-0000,19-28-203-004-0000,0,0
19291000170000,19-29-100-017-0000,19-29-100-017-0000,0,19-29-100-017-0000,19-29-100-017-0000,0,0
19291000230000,19-29-100-023-0000,19-29-100-023-0000,0,19-29-100-023-0000,19-29-100-023-0000,0,0
19291000290000,19-29-100-029-0000,19-29-100-029-0000,0,19-29-100-029-0000,19-29-100-029-0000,0,0
19291000380000,19-29-100-038-0000,"19-29-100-038-0000, 19-29-200-031-0000",0,19-29-100-038-0000,19-29-100-038-0000,0,0
19291000380000,19-29-100-038-0000,"19-29-100-038-0000, 19-29-200-031-0000",0,19-29-200-031-0000,19-29-200-031-0000,0,0
19291000390000,19-29-100-039-0000,"19-29-100-039-0000, 19-29-100-040-0000, 19-29-100-064-0000",0,19-29-100-039-0000,19-29-100-039-0000,0,0
19291000390000,19-29-100-039-0000,"19-29-100-039-0000, 19-29-100-040-0000, 19-29-100-064-0000",0,19-29-100-040-0000,19-29-100-040-0000,0,0
19291000390000,19-29-100-039-0000,"19-29-100-039-0000, 19-29-100-040-0000, 19-29-100-064-0000",0,19-29-100-064-0000,19-29-100-064-0000,0,0
19291000440000,19-29-100-044-0000,19-29-100-044-0000,0,19-29-100-044-0000,19-29-100-044-0000,0,0
19291000550000,19-29-100-055-0000,"19-29-100-055-0000, 19-29-100-062-0000",0,19-29-100-055-0000,19-29-100-055-0000,0,0
19291000550000,19-29-100-055-0000,"19-29-100-055-0000, 19-29-100-062-0000",0,19-29-100-062-0000,19-29-100-062-0000,0,0
19291000610000,19-29-100-061-0000,19-29-100-061-0000,0,19-29-100-061-0000,19-29-100-061-0000,0,0
19291000670000,19-29-100-067-0000,19-29-100-067-0000,0,19-29-100-067-0000,19-29-100-067-0000,0,0
19291000690000,19-29-100-069-0000,"19-29-100-069-0000, 19-29-100-070-0000, 19-29-100-074-0000",0,19-29-100-069-0000,19-29-100-069-0000,0,0
19291000690000,19-29-100-069-0000,"19-29-100-069-0000, 19-29-100-070-0000, 19-29-100-074-0000",0,19-29-100-070-0000,19-29-100-070-0000,0,0
19291000690000,19-29-100-069-0000,"19-29-100-069-0000, 19-29-100-070-0000, 19-29-100-074-0000",0,19-29-100-074-0000,19-29-100-074-0000,0,0
19292000220000,19-29-200-022-0000,19-29-200-022-0000,0,19-29-200-022-0000,19-29-200-022-0000,0,0
19292000270000,19-29-200-027-0000,19-29-200-027-0000,0,19-29-200-027-0000,19-29-200-027-0000,0,0
19292000400000,19-29-200-040-0000,"19-29-200-040-0000, 19-29-200-057-0000",0,19-29-200-040-0000,19-29-200-040-0000,0,0
19292000400000,19-29-200-040-0000,"19-29-200-040-0000, 19-29-200-057-0000",0,19-29-200-057-0000,19-29-200-057-0000,0,0
19292000530000,19-29-200-053-0000,19-29-200-053-0000,0,19-29-200-053-0000,19-29-200-053-0000,0,0
19292000540000,19-29-200-054-0000,"19-29-200-054-0000, 19-29-200-056-0000",0,19-29-200-054-0000,19-29-200-054-0000,0,0
19292000540000,19-29-200-054-0000,"19-29-200-054-0000, 19-29-200-056-0000",0,19-29-200-056-0000,19-29-200-056-0000,0,0
19301160250000,19-30-116-025-0000,19-30-116-025-0000,0,19-30-116-025-0000,19-30-116-025-0000,0,0
19302000200000,19-30-200-020-0000,19-30-200-020-0000,0,19-30-200-020-0000,19-30-200-020-0000,0,0
19302000210000,19-30-200-021-0000,19-30-200-021-0000,0,19-30-200-021-0000,19-30-200-021-0000,0,0
19302000220000,19-30-200-022-0000,19-30-200-022-0000,0,19-30-200-022-0000,19-30-200-022-0000,0,0
19302000230000,19-30-200-023-0000,19-30-200-023-0000,0,19-30-200-023-0000,19-30-200-023-0000,0,0
19302000260000,19-30-200-026-0000,19-30-200-026-0000,0,19-30-200-026-0000,19-30-200-026-0000,0,0
19302000300000,19-30-200-030-0000,19-30-200-030-0000,0,19-30-200-030-0000,19-30-200-030-0000,0,0
19302000350000,19-30-200-035-0000,19-30-200-035-0000,0,19-30-200-035-0000,19-30-200-035-0000,0,0
19302000450000,19-30-200-045-0000,19-30-200-045-0000,0,19-30-200-045-0000,19-30-200-045-0000,0,0
19302000470000,19-30-200-047-0000,19-30-200-047-0000,0,19-30-200-047-0000,19-30-200-047-0000,0,0
19302000480000,19-30-200-048-0000,19-30-200-048-0000,0,19-30-200-048-0000,19-30-200-048-0000,0,0
19303100270000,19-30-310-027-0000,19-30-310-027-0000,0,19-30-310-027-0000,19-30-310-027-0000,0,0
19332080170000,19-33-208-017-0000,19-33-208-017-0000,0,19-33-208-017-0000,19-33-208-017-0000,0,0
20051020330000,20-05-102-033-0000,"20-05-102-033-0000, 20-05-102-038-0000",0,20-05-102-033-0000,20-05-102-033-0000,0,0
20051020330000,20-05-102-033-0000,"20-05-102-033-0000, 20-05-102-038-0000",0,20-05-102-038-0000,20-05-102-038-0000,0,0
20051100100000,20-05-110-010-0000,20-05-110-010-0000,0,20-05-110-010-0000,20-05-110-010-0000,0,0
20051110170000,20-05-111-017-0000,"20-05-111-017-0000, 20-05-112-001-0000, 20-05-112-010-0000",0,20-05-111-017-0000,20-05-111-017-0000,0,0
20051110170000,20-05-111-017-0000,"20-05-111-017-0000, 20-05-112-001-0000, 20-05-112-010-0000",0,20-05-112-001-0000,20-05-112-001-0000,0,0
20051110170000,20-05-111-017-0000,"20-05-111-017-0000, 20-05-112-001-0000, 20-05-112-010-0000",0,20-05-112-010-0000,20-05-112-010-0000,0,0
20052000330000,20-05-200-033-0000,20-05-200-033-0000,0,20-05-200-033-0000,20-05-200-033-0000,0,0
20052000390000,20-05-200-039-0000,20-05-200-039-0000,0,20-05-200-039-0000,20-05-200-039-0000,0,0
20052001610000,20-05-200-161-0000,"20-05-200-161-0000, 20-05-200-163-0000",0,20-05-200-161-0000,20-05-200-161-0000,0,0
20052001610000,20-05-200-161-0000,"20-05-200-161-0000, 20-05-200-163-0000",0,20-05-200-163-0000,20-05-200-163-0000,0,0
20053000200000,20-05-300-020-0000,20-05-300-020-0000,0,20-05-300-020-0000,20-05-300-020-0000,0,0
20053020090000,20-05-302-009-0000,20-05-302-009-0000,0,20-05-302-009-0000,20-05-302-009-0000,0,0
20053020100000,20-05-302-010-0000,"20-05-302-010-0000, 20-05-302-011-0000",0,20-05-302-010-0000,20-05-302-010-0000,0,0
20053020100000,20-05-302-010-0000,"20-05-302-010-0000, 20-05-302-011-0000",0,20-05-302-011-0000,20-05-302-011-0000,0,0
20053110060000,20-05-311-006-0000,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000, 20-05-311-010-0000, 20-05-311-011-0000, 20-05-311-013-0000",0,20-05-311-006-0000,20-05-311-006-0000,0,0
20053110060000,20-05-311-006-0000,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000, 20-05-311-010-0000, 20-05-311-011-0000, 20-05-311-013-0000",0,20-05-311-007-0000,20-05-311-007-0000,0,0
20053110060000,20-05-311-006-0000,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000, 20-05-311-010-0000, 20-05-311-011-0000, 20-05-311-013-0000",0,20-05-311-008-0000,20-05-311-008-0000,0,0
20053110060000,20-05-311-006-0000,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000, 20-05-311-010-0000, 20-05-311-011-0000, 20-05-311-013-0000",0,20-05-311-010-0000,20-05-311-010-0000,0,0
20053110060000,20-05-311-006-0000,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000, 20-05-311-010-0000, 20-05-311-011-0000, 20-05-311-013-0000",0,20-05-311-011-0000,20-05-311-011-0000,0,0
20053110060000,20-05-311-006-0000,"20-05-311-006-0000, 20-05-311-007-0000, 20-05-311-008-0000, 20-05-311-010-0000, 20-05-311-011-0000, 20-05-311-013-0000",0,20-05-311-013-0000,20-05-311-013-0000,0,0
20054000170000,20-05-400-017-0000,20-05-400-017-0000,0,20-05-400-017-0000,20-05-400-017-0000,0,0
20061001150000,20-06-100-115-0000,20-06-100-115-0000,0,20-06-100-115-0000,20-06-100-115-0000,0,0
20302240160000,20-30-224-016-0000,20-30-224-016-0000,0,20-30-224-016-0000,20-30-224-016-0000,0,0
20302240180000,20-30-224-018-0000,20-30-224-018-0000,0,20-30-224-018-0000,20-30-224-018-0000,0,0
20303080040000,20-30-308-004-0000,20-30-308-004-0000,0,20-30-308-004-0000,20-30-308-004-0000,0,0
20303080090000,20-30-308-009-0000,"20-30-308-009-0000, 20-30-308-011-0000",0,20-30-308-009-0000,20-30-308-009-0000,0,0
20303080090000,20-30-308-009-0000,"20-30-308-009-0000, 20-30-308-011-0000",0,20-30-308-011-0000,20-30-308-011-0000,0,0
22143000340000,22-14-300-034-0000,22-14-300-034-0000,0,22-14-300-034-0000,22-14-300-034-0000,0,0
22144000210000,22-14-400-021-0000,"22-14-400-021-0000, 22-14-400-026-0000, 22-14-400-038-0000",0,22-14-400-021-0000,22-14-400-021-0000,0,0
22144000210000,22-14-400-021-0000,"22-14-400-021-0000, 22-14-400-026-0000, 22-14-400-038-0000",0,22-14-400-026-0000,22-14-400-026-0000,0,0
22144000210000,22-14-400-021-0000,"22-14-400-021-0000, 22-14-400-026-0000, 22-14-400-038-0000",0,22-14-400-038-0000,22-14-400-038-0000,0,0
22152000190000,22-15-200-019-0000,22-15-200-019-0000,0,22-15-200-019-0000,22-15-200-019-0000,0,0
23011000050000,23-01-100-005-0000,"23-01-100-005-0000, 23-01-100-010-0000",0,23-01-100-005-0000,23-01-100-005-0000,0,0
23011000050000,23-01-100-005-0000,"23-01-100-005-0000, 23-01-100-010-0000",0,23-01-100-010-0000,23-01-100-010-0000,0,0
23011000070000,23-01-100-007-0000,23-01-100-007-0000,0,23-01-100-007-0000,23-01-100-007-0000,0,0
23012180180000,23-01-218-018-0000,"23-01-218-016-0000, 23-01-218-018-0000",0,23-01-218-016-0000,23-01-218-016-0000,0,0
23012180180000,23-01-218-018-0000,"23-01-218-016-0000, 23-01-218-018-0000",0,23-01-218-018-0000,23-01-218-018-0000,0,0
23121020580000,23-12-102-058-0000,23-12-102-058-0000,0,23-12-102-058-0000,23-12-102-058-0000,0,0
23122000240000,23-12-200-024-0000,23-12-200-024-0000,0,23-12-200-024-0000,23-12-200-024-0000,0,0
23122000250000,23-12-200-025-0000,23-12-200-025-0000,0,23-12-200-025-0000,23-12-200-025-0000,0,0
23122100060000,23-12-210-006-0000,23-12-210-006-0000,0,23-12-210-006-0000,23-12-210-006-0000,0,0
23122100090000,23-12-210-009-0000,"23-12-210-009-0000, 23-12-210-010-0000",0,23-12-210-009-0000,23-12-210-009-0000,0,0
23122100090000,23-12-210-009-0000,"23-12-210-009-0000, 23-12-210-010-0000",0,23-12-210-010-0000,23-12-210-010-0000,0,0
23122110190000,23-12-211-019-0000,23-12-211-019-0000,0,23-12-211-019-0000,23-12-211-019-0000,0,0
23122110350000,23-12-211-035-0000,23-12-211-035-0000,0,23-12-211-035-0000,23-12-211-035-0000,0,0
23122110380000,23-12-211-038-0000,23-12-211-038-0000,0,23-12-211-038-0000,23-12-211-038-0000,0,0
23124000170000,23-12-400-017-0000,23-12-400-017-0000,0,23-12-400-017-0000,23-12-400-017-0000,0,0
23124000280000,23-12-400-028-0000,23-12-400-028-0000,0,23-12-400-028-0000,23-12-400-028-0000,0,0
23124000290000,23-12-400-029-0000,23-12-400-029-0000,0,23-12-400-029-0000,23-12-400-029-0000,0,0
23124020080000,23-12-402-008-0000,23-12-402-008-0000,0,23-12-402-008-0000,23-12-402-008-0000,0,0
23241000960000,23-24-100-096-0000,"23-24-100-096-0000, 23-24-109-007-0000, 23-24-109-008-0000, 23-24-109-014-0000",0,23-24-100-096-0000,23-24-100-096-0000,0,0
23241000960000,23-24-100-096-0000,"23-24-100-096-0000, 23-24-109-007-0000, 23-24-109-008-0000, 23-24-109-014-0000",0,23-24-109-007-0000,23-24-109-007-0000,0,0
23241000960000,23-24-100-096-0000,"23-24-100-096-0000, 23-24-109-007-0000, 23-24-109-008-0000, 23-24-109-014-0000",0,23-24-109-008-0000,23-24-109-008-0000,0,0
23241000960000,23-24-100-096-0000,"23-24-100-096-0000, 23-24-109-007-0000, 23-24-109-008-0000, 23-24-109-014-0000",0,23-24-109-014-0000,23-24-109-014-0000,0,0
24014030160000,24-01-403-016-0000,24-01-403-016-0000,0,24-01-403-016-0000,24-01-403-016-0000,0,0
24033130200000,24-03-313-020-0000,"24-03-313-020-0000, 24-03-313-038-0000",0,24-03-313-020-0000,24-03-313-020-0000,0,0
24033130200000,24-03-313-020-0000,"24-03-313-020-0000, 24-03-313-038-0000",0,24-03-313-038-0000,24-03-313-038-0000,0,0
24073050140000,24-07-305-014-0000,24-07-305-014-0000,0,24-07-305-014-0000,24-07-305-014-0000,0,0
24073110050000,24-07-311-005-0000,24-07-311-005-0000,0,24-07-311-005-0000,24-07-311-005-0000,0,0
24073110140000,24-07-311-014-0000,24-07-311-014-0000,0,24-07-311-014-0000,24-07-311-014-0000,0,0
24073110160000,24-07-311-016-0000,"24-07-311-016-0000, 24-07-311-017-0000",0,24-07-311-016-0000,24-07-311-016-0000,0,0
24073110160000,24-07-311-016-0000,"24-07-311-016-0000, 24-07-311-017-0000",0,24-07-311-017-0000,24-07-311-017-0000,0,0
24073120020000,24-07-312-002-0000,"24-07-312-002-0000, 24-07-312-022-0000",0,24-07-312-002-0000,24-07-312-002-0000,0,0
24073120020000,24-07-312-002-0000,"24-07-312-002-0000, 24-07-312-022-0000",0,24-07-312-022-0000,24-07-312-022-0000,0,0
24073120160000,24-07-312-016-0000,24-07-312-016-0000,0,24-07-312-016-0000,24-07-312-016-0000,0,0
24074000260000,24-07-400-026-0000,24-07-400-026-0000,0,24-07-400-026-0000,24-07-400-026-0000,0,0
24074100250000,24-07-410-025-0000,24-07-410-025-0000,0,24-07-410-025-0000,24-07-410-025-0000,0,0
24083160130000,24-08-316-013-0000,"24-07-404-042-0000, 24-07-404-043-0000, 24-07-404-044-0000, 24-07-404-045-0000, 24-07-404-046-0000, 24-07-404-047-0000, 24-07-404-048-0000, 24-08-316-012-0000, 24-08-316-013-0000",0,24-07-404-042-0000,24-07-404-042-0000,0,0
24083160130000,24-08-316-013-0000,"24-07-404-042-0000, 24-07-404-043-0000, 24-07-404-044-0000, 24-07-404-045-0000, 24-07-404-046-0000, 24-07-404-047-0000, 24-07-404-048-0000, 24-08-316-012-0000, 24-08-316-013-0000",0,24-07-404-043-0000,24-07-404-043-0000,0,0
24083160130000,24-08-316-013-0000,"24-07-404-042-0000, 24-07-404-043-0000, 24-07-404-044-0000, 24-07-404-045-0000, 24-07-404-046-0000, 24-07-404-047-0000, 24-07-404-048-0000, 24-08-316-012-0000, 24-08-316-013-0000",0,24-07-404-044-0000,24-07-404-044-0000,0,0
24083160130000,24-08-316-013-0000,"24-07-404-042-0000, 24-07-404-043-0000, 24-07-404-044-0000, 24-07-404-045-0000, 24-07-404-046-0000, 24-07-404-047-0000, 24-07-404-048-0000, 24-08-316-012-0000, 24-08-316-013-0000",0,24-07-404-045-0000,24-07-404-045-0000,0,0
24083160130000,24-08-316-013-0000,"24-07-404-042-0000, 24-07-404-043-0000, 24-07-404-044-0000, 24-07-404-045-0000, 24-07-404-046-0000, 24-07-404-047-0000, 24-07-404-048-0000, 24-08-316-012-0000, 24-08-316-013-0000",0,24-07-404-046-0000,24-07-404-046-0000,0,0
24083160130000,24-08-316-013-0000,"24-07-404-042-0000, 24-07-404-043-0000, 24-07-404-044-0000, 24-07-404-045-0000, 24-07-404-046-0000, 24-07-404-047-0000, 24-07-404-048-0000, 24-08-316-012-0000, 24-08-316-013-0000",0,24-07-404-047-0000,24-07-404-047-0000,0,0
24083160130000,24-08-316-013-0000,"24-07-404-042-0000, 24-07-404-043-0000, 24-07-404-044-0000, 24-07-404-045-0000, 24-07-404-046-0000, 24-07-404-047-0000, 24-07-404-048-0000, 24-08-316-012-0000, 24-08-316-013-0000",0,24-07-404-048-0000,24-07-404-048-0000,0,0
24083160130000,24-08-316-013-0000,"24-07-404-042-0000, 24-07-404-043-0000, 24-07-404-044-0000, 24-07-404-045-0000, 24-07-404-046-0000, 24-07-404-047-0000, 24-07-404-048-0000, 24-08-316-012-0000, 24-08-316-013-0000",0,24-08-316-012-0000,24-08-316-012-0000,0,0
24083160130000,24-08-316-013-0000,"24-07-404-042-0000, 24-07-404-043-0000, 24-07-404-044-0000, 24-07-404-045-0000, 24-07-404-046-0000, 24-07-404-047-0000, 24-07-404-048-0000, 24-08-316-012-0000, 24-08-316-013-0000",0,24-08-316-013-0000,24-08-316-013-0000,0,0
24102040100000,24-10-204-010-0000,"24-10-204-010-0000, 24-10-204-012-0000",0,24-10-204-010-0000,24-10-204-010-0000,0,0
24102040100000,24-10-204-010-0000,"24-10-204-010-0000, 24-10-204-012-0000",0,24-10-204-012-0000,24-10-204-012-0000,0,0
24122360050000,24-12-236-005-0000,24-12-236-005-0000,0,24-12-236-005-0000,24-12-236-005-0000,0,0
24122360090000,24-12-236-009-0000,24-12-236-009-0000,0,24-12-236-009-0000,24-12-236-009-0000,0,0
24122360120000,24-12-236-012-0000,24-12-236-012-0000,0,24-12-236-012-0000,24-12-236-012-0000,0,0
24122360130000,24-12-236-013-0000,24-12-236-013-0000,0,24-12-236-013-0000,24-12-236-013-0000,0,0
24122360160000,24-12-236-016-0000,24-12-236-016-0000,0,24-12-236-016-0000,24-12-236-016-0000,0,0
24193060040000,24-19-306-004-0000,24-19-306-004-0000,0,24-19-306-004-0000,24-19-306-004-0000,0,0
24203000170000,24-20-300-017-0000,24-20-300-017-0000,0,24-20-300-017-0000,24-20-300-017-0000,0,0
24203010210000,24-20-301-021-0000,"24-20-301-021-0000, 24-20-301-025-0000, 24-20-301-026-0000, 24-29-101-009-0000",0,24-20-301-021-0000,24-20-301-021-0000,0,0
24203010210000,24-20-301-021-0000,"24-20-301-021-0000, 24-20-301-025-0000, 24-20-301-026-0000, 24-29-101-009-0000",0,24-20-301-025-0000,24-20-301-025-0000,0,0
24203010210000,24-20-301-021-0000,"24-20-301-021-0000, 24-20-301-025-0000, 24-20-301-026-0000, 24-29-101-009-0000",0,24-20-301-026-0000,24-20-301-026-0000,0,0
24203010210000,24-20-301-021-0000,"24-20-301-021-0000, 24-20-301-025-0000, 24-20-301-026-0000, 24-29-101-009-0000",0,24-29-101-009-0000,24-29-101-009-0000,0,0
24204000110000,24-20-400-011-0000,24-20-400-011-0000,0,24-20-400-011-0000,24-20-400-011-0000,0,0
24204000280000,24-20-400-028-0000,24-20-400-028-0000,0,24-20-400-028-0000,24-20-400-028-0000,0,0
24204010240000,24-20-401-024-0000,"24-20-401-022-0000, 24-20-401-024-0000, 24-20-401-025-0000, 24-20-401-026-0000, 24-20-401-027-0000, 24-20-405-002-0000, 24-20-405-003-0000",0,24-20-401-022-0000,24-20-401-022-0000,0,0
24204010240000,24-20-401-024-0000,"24-20-401-022-0000, 24-20-401-024-0000, 24-20-401-025-0000, 24-20-401-026-0000, 24-20-401-027-0000, 24-20-405-002-0000, 24-20-405-003-0000",0,24-20-401-024-0000,24-20-401-024-0000,0,0
24204010240000,24-20-401-024-0000,"24-20-401-022-0000, 24-20-401-024-0000, 24-20-401-025-0000, 24-20-401-026-0000, 24-20-401-027-0000, 24-20-405-002-0000, 24-20-405-003-0000",0,24-20-401-025-0000,24-20-401-025-0000,0,0
24204010240000,24-20-401-024-0000,"24-20-401-022-0000, 24-20-401-024-0000, 24-20-401-025-0000, 24-20-401-026-0000, 24-20-401-027-0000, 24-20-405-002-0000, 24-20-405-003-0000",0,24-20-401-026-0000,24-20-401-026-0000,0,0
24204010240000,24-20-401-024-0000,"24-20-401-022-0000, 24-20-401-024-0000, 24-20-401-025-0000, 24-20-401-026-0000, 24-20-401-027-0000, 24-20-405-002-0000, 24-20-405-003-0000",0,24-20-401-027-0000,24-20-401-027-0000,0,0
