agency_number,agency_name,recaptured_sp_ptab,recaptured_coe,year,total_recaptured
030900000,CITY OF OAK FOREST,-63582,-13999,2022,-77581
030900020,CITY OF OAK FOREST  RB,-656,-249,2022,-905
030900080,CITY OF OAK FOREST FIRE PENSION ESCROW,-5302,-2160,2022,-7462
030900085,CITY OF OAK FOREST POLICE PENSION ESCROW,-11455,-4910,2022,-16365
030900502,TIF CITY OF OAK FOREST-3,-14714,0,2022,-14714
030900506,TIF CITY OF OAK FOREST-7,-3202,0,2022,-3202
030910000,VILLAGE OF   OAK LAWN,-176888,-7686,2022,-184574
030910001,VILLAGE OF OAK LAWN LIBRARY FUND,-96407,-4340,2022,-100747
030910020,VILLAGE OF OAK LAWN   RB,-3121,-142,2022,-3263
030910080,VILLAGE OF OAK LAWN FIRE PENSION ESCROW,-32757,-1851,2022,-34608
030910085,VILLAGE OF OAK LAWN POLICE PENSION ESCROW,-32757,-1851,2022,-34608
030910101,VIL OF OAK LAWN SPECIAL SERVICE AREA #2001-1,-34621,0,2022,-34621
030910502,TIF VIL OF OAK LAWN-CICERO AVE,-22043,0,2022,-22043
030910503,TIF VIL OF OAK LAWN-TRAIN STATION,-1161,0,2022,-1161
030910507,TIF VIL OF OAK LAWN-CICERO GATEWAY,-5745,-32769,2022,-38514
030920000,VILLAGE OF   OAK PARK,-192502,-13967,2022,-206469
030920001,VILLAGE OF OAK PARK LIBRARY FUND,-72351,-6177,2022,-78528
030920021,VILLAGE OF OAK PARK ESCROW ACCOUNT,0,-6,2022,-6
030920080,VILLAGE OF OAK PARK FIRE PENSION ESCROW,-42314,-3932,2022,-46246
030920085,VILLAGE OF OAK PARK POLICE PENSION ESCROW,-48147,-4450,2022,-52597
030920100,VILLAGE OF OAK PARK SPECIAL SERVICES AREA 1,-10464,0,2022,-10464
030920107,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 8,-7,0,2022,-7
030920502,TIF VIL OF OAK PARK-MADISON ST BUSINESS CORD,0,-2135,2022,-2135
030930000,VILLAGE OF   OLYMPIA FIELDS,-19960,-695,2022,-20655
030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,-2145,-72,2022,-2217
030930020,VILLAGE OF OLYMPIA FIELDS   RB,-860,-20,2022,-880
030930085,VILLAGE OF OLYMPIA FIELDS POLICE PENSION,-14025,-505,2022,-14530
030930100,VILLAGE OF OLYMPIA FIELDS SPEC SERV AREA 1,-1420,0,2022,-1420
030930501,TIF VIL OF OLYMPIA FIELDS-LINCOLN/WESTERN 2,-102279,0,2022,-102279
030940000,VILLAGE OF ORLAND HILLS,-1339,0,2022,-1339
030940020,VILLAGE OF ORLAND HILLS RB,-136,0,2022,-136
030940021,VILLAGE OF ORLAND HILLS BOND ESCROW,-2007,0,2022,-2007
030940085,VILLAGE OF ORLAND HILLS POLICE PENSION,-1788,0,2022,-1788
030950000,VILLAGE OF   ORLAND PARK,-156935,-3659,2022,-160594
030950001,VILLAGE OF ORLAND PARK LIBRARY FUND,-104944,-2553,2022,-107497
030950020,VILLAGE OF ORLAND PARK   RB,-6290,-148,2022,-6438
030950085,VILLAGE OF ORLAND PARK POLICE PENSION ESCROW,-58927,-1481,2022,-60408
030960000,VILLAGE OF   PALATINE,-104668,-30147,2022,-134815
030960020,VILLAGE OF PALATINE   RB,-5833,-1765,2022,-7598
030960080,VILLAGE OF PALATINE FIRE PENSION ESCROW,-42626,-13202,2022,-55828
030960085,VILLAGE OF PALATINE POLICE PENSION ESCROW,-41442,-12640,2022,-54082
030960501,TIF VIL OF PALATINE-DOWNTOWN,-37079,-8027,2022,-45106
030960503,TIF VIL OF PALATINE-RAND RD,-1226,0,2022,-1226
030960504,TIF VIL OF PALATINE-RAND RD/LAKE COOK,-13199,-330924,2022,-344123
030970000,CITY OF   PALOS HEIGHTS,-74377,-2194,2022,-76571
030970001,CITY OF PALOS HEIGHTS LIBRARY FUND,-22899,-665,2022,-23564
030970020,CITY OF PALOS HEIGHTS   RB,-861,-20,2022,-881
030970085,CITY OF PALOS HEIGHTS POLICE PENSION ESCROW,-32205,-966,2022,-33171
030970503,TIF CITY OF PALOS HEIGHTS-127TH ST/HARLEM AV,-3197,0,2022,-3197
030980000,CITY OF PALOS HILLS,-23553,0,2022,-23553
030980020,CITY OF PALOS HILLS   RB,-489,0,2022,-489
030980085,CITY OF PALOS HILLS - POLICE PENSION ESCROW,-7937,0,2022,-7937
030990000,VILLAGE OF   PALOS PARK,-11936,-493,2022,-12429
030990001,VILLAGE OF PALOS PARK LIBRARY FUND,-3892,-161,2022,-4053
030990020,VILLAGE OF PALOS PARK   RB,-201,-8,2022,-209
031000000,VILLAGE OF   PARK FOREST,-168741,-1974,2022,-170715
031000001,VILLAGE OF PARK FOREST LIBRARY FUND,-26150,-287,2022,-26437
031000020,VILLAGE OF PARK FOREST   RB,-685,-9,2022,-694
031000080,VILLAGE OF PARK FOREST FIRE PENSION ESCROW,-17016,-203,2022,-17219
031000085,VILLAGE OF PARK FOREST POLICE PENSION ESCROW,-26538,-319,2022,-26857
031000500,TIF VIL OF PARK FOREST-DOWNTOWN,-72129,0,2022,-72129
031010000,CITY OF   PARK RIDGE,-59040,-1965,2022,-61005
031010001,CITY OF PARK RIDGE LIBRARY FUND,-28347,-915,2022,-29262
031010020,CITY OF PARK RIDGE   RB,-1620,-46,2022,-1666
031010080,CITY OF PARK RIDGE FIRE PENSION ESCROW,-15890,-571,2022,-16461
031010085,CITY OF PARK RIDGE POLICE PENSION ESCROW,-17441,-629,2022,-18070
031010188,CITY OF PARK RIDGE SPECIAL SERV AREA 98,-19,0,2022,-19
031010501,TIF CITY OF PARK RIDGE-UPTOWN,-6829,0,2022,-6829
031020000,VILLAGE OF PHOENIX,-370,0,2022,-370
031020500,TIF VIL OF PHOENIX,-776,0,2022,-776
031030000,VILLAGE OF   POSEN,-3013,-83,2022,-3096
031030020,VILLAGE OF POSEN   RB,-40,-1,2022,-41
031030080,VILLAGE OF POSEN FIRE PENSION ESCROW,-256,-7,2022,-263
031030085,VILLAGE OF POSEN POLICE PENSION ESCROW,-933,-25,2022,-958
031030500,TIF VIL OF POSEN-SIBLEY BLVD,-1681,-433,2022,-2114
031040000,CITY OF PROSPECT HEIGHTS,-48447,-515,2022,-48962
031040020,CITY OF PROSPECT HEIGHTS  R&B,-318,-12,2022,-330
031040085,CITY OF PROSPECT HEIGHTS POLICE PENSION,-2814,-128,2022,-2942
031040104,CITY OF PROSPECT HEIGHTS SPEC SERVICE AREA 5,-242,0,2022,-242
031040105,CITY OF PROSPECT HTS SPECIAL SERVICE AREA 6,-168,0,2022,-168
031040107,CITY OF PROSPECT HTS SPECIAL SERVICE AREA 8,-2194,0,2022,-2194
031050000,VILLAGE OF   RICHTON PARK,-14581,0,2022,-14581
031050020,VILLAGE OF RICHTON PARK RB,-546,0,2022,-546
031050085,VILLAGE OF RICHTON PARK POLICE PENSION,-7904,0,2022,-7904
031050503,TIF VIL OF RICHTON PARK-SAUK TRAIL/I 57,-7489,0,2022,-7489
031050504,TIF VIL OF RICHTON PARK-LAKEWOOD 5,-1678912,0,2022,-1678912
031050505,TIF VIL OF RICHTON PARK-SAUK TR/GOV HWY 4,-12444,0,2022,-12444
031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,-2113,0,2022,-2113
031050507,TIF VIL OF RICHTON PARK-SAUK WEST CORRIDOR,-1143,0,2022,-1143
031060000,VILLAGE OF   RIVER FOREST,-22473,0,2022,-22473
031060001,VILLAGE OF RIVER FOREST LIBRARY FUND,-7187,0,2022,-7187
031060080,VILLAGE OF RIVER FOREST FIRE PENSION ESCROW,-7680,0,2022,-7680
031060085,VILLAGE OF RIVER FOREST POLICE PENSION,-8532,0,2022,-8532
031060501,TIF VIL OF RIVER FOREST-MADISON STREET,-488,0,2022,-488
031070000,VILLAGE OF   RIVER GROVE,-177677,-205,2022,-177882
031070020,VILLAGE OF RIVER GROVE   RB,-5383,-7,2022,-5390
031070021,VILLAGE OF RIVER GROVE BOND ESCROW ACCOUNT,-16924,-23,2022,-16947
031070022,VILLAGE OF RIVER GROVE BOND ESCROW 2017,-10608,-11,2022,-10619
031070085,VILLAGE OF RIVER GROVE POLICE PENSION ESCROW,-55047,-59,2022,-55106
031070503,TIF VIL OF RIVER GROVE-GRAND/THATCHER,-1045,0,2022,-1045
031080000,VILLAGE OF RIVERDALE,-115328,-4113,2022,-119441
031080020,VILLAGE OF RIVERDALE RB,-128,-1,2022,-129
031080021,VILLAGE OF RIVERDALE BOND ESCROW ACCOUNT,-19567,-617,2022,-20184
031080080,VILLAGE OF RIVERDALE FIRE PENSION ESCROW,-11536,-468,2022,-12004
031080085,VILLAGE OF RIVERDALE POLICE PENSION ESCROW,-22831,-792,2022,-23623
031080502,TIF VIL OF RIVERDALE-3,-46698,0,2022,-46698
031090000,VILLAGE OF   RIVERSIDE,-14634,0,2022,-14634
031090001,VILLAGE OF RIVERSIDE LIBRARY FUND,-4015,0,2022,-4015
031090020,VILLAGE OF RIVERSIDE   RB,-38,0,2022,-38
031090085,VILLAGE OF RIVERSIDE POLICE PENSION ESCROW,-5039,0,2022,-5039
031100000,VILLAGE OF   ROBBINS,-1215,0,2022,-1215
031100020,VILLAGE OF ROBBINS   RB,-9,0,2022,-9
031100023,VILLAGE OF ROBBINS - JAWA BOND ESCROW ACCT,-74,0,2022,-74
031100080,VILLAGE OF ROBBINS FIRE PENSION ESCROW,-23,0,2022,-23
031100085,VILLAGE OF ROBBINS POLICE PENSION ESCROW,-66,0,2022,-66
031100500,TIF VIL OF ROBBINS,-10530,0,2022,-10530
031110000,CITY OF   ROLLING MEADOWS,-127111,0,2022,-127111
031110001,CITY OF ROLLING MEADOWS LIBRARY FUND,-71831,0,2022,-71831
031110020,CITY OF ROLLING MEADOWS   RB,-2813,0,2022,-2813
031110080,CITY OF ROLLING MEADOWS FIRE PENSION ESCROW,-78960,0,2022,-78960
031110085,CITY OF ROLLING MEADOWS POLICE PENSION,-66129,0,2022,-66129
031110104,CITY OF ROLLING MEADOWS SPECIAL SERV AREA 5,-223,0,2022,-223
031120000,VILLAGE OF   ROSELLE,-1845,0,2022,-1845
031120020,VILLAGE OF ROSELLE   RB,-47,0,2022,-47
031120080,VILLAGE OF ROSELLE FIRE PENSION ESCROW,-243,0,2022,-243
031120085,VILLAGE OF ROSELLE POLICE PENSION ESCROW,-703,0,2022,-703
031130000,VILLAGE OF ROSEMONT,-581419,0,2022,-581419
031130020,VILLAGE OF ROSEMONT RB,-1982,0,2022,-1982
031130503,TIF VIL OF ROSEMONT-SOUTH RIVER RD,-14275,0,2022,-14275
031130504,TIF VIL OF ROSEMONT-5,-14342,0,2022,-14342
031130506,TIF VIL OF ROSEMONT-HIGGINS/MANNHEIM 7,-621,0,2022,-621
031130507,TIF VIL OF ROSEMONT-BALMORAL/PEARL 8,-103369,0,2022,-103369
031140000,VILLAGE OF   SAUK VILLAGE,-67288,0,2022,-67288
031140020,VILLAGE OF SAUK VILLAGE   RB,-761,0,2022,-761
031140080,VILLAGE OF SAUK VILLAGE FIRE PENSION ESCROW,-2060,0,2022,-2060
031140085,VILLAGE OF SAUK VILLAGE POLICE PENSION,-8347,0,2022,-8347
031140501,TIF VIL OF SAUK VILLAGE-2,-13293,0,2022,-13293
031140502,TIF VIL OF SAUK VILLAGE-3,-138833,0,2022,-138833
031150000,VILLAGE OF SCHAUMBURG,-135701,-24,2022,-135725
031150020,VILLAGE OF SCHAUMBURG RB,-7712,-2,2022,-7714
031150080,VILLAGE OF SCHAUMBURG - FIRE PENSION ESCROW,-57434,-14,2022,-57448
031150085,VILLAGE OF SCHAUMBURG - POLICE PENSION ESCR,-69232,-17,2022,-69249
031150502,TIF VIL OF SCHAUMBURG-NORTH SCHAUMBURG,-95217,0,2022,-95217
031160000,VILLAGE OF   SCHILLER PARK,-47829,0,2022,-47829
031160001,VILLAGE OF SCHILLER PARK LIBRARY FUND,-10099,0,2022,-10099
031160020,VILLAGE OF SCHILLER PARK   RB,-2112,0,2022,-2112
031160080,VILLAGE OF SCHILLER PARK FIRE PENSION ESCROW,-11806,0,2022,-11806
031160085,VILLAGE OF SCHILLER PARK POLICE PENSION,-19594,0,2022,-19594
031160503,TIF VIL OF SCHILLER PARK-WEST GATEWAY 2,-89207,0,2022,-89207
031170000,VILLAGE OF   SKOKIE,-144366,-3405,2022,-147771
031170001,VILLAGE OF SKOKIE LIBRARY FUND,-149983,-3643,2022,-153626
031170080,VILLAGE OF SKOKIE FIRE PENSION ESCROW,-20425,-554,2022,-20979
031170085,VILLAGE OF SKOKIE POLICE PENSION ESCROW,-8214,-225,2022,-8439
031170105,VIL OF SKOKIE SPECIAL SERVICE AREA #6,-1061,0,2022,-1061
031170108,VIL OF SKOKIE SPECIAL SERVICE AREA #9,-1995,0,2022,-1995
031170503,TIF VIL OF SKOKIE-DWTWN SCIENCE & TECH,-8338,0,2022,-8338
031170504,TIF VIL OF SKOKIE-WEST DEMPSTER,-17790,0,2022,-17790
031180000,VILLAGE OF   SOUTH BARRINGTON,-27617,-11,2022,-27628
031180085,VILLAGE OF SOUTH BARRINGTON POLICE PENSION,-11285,-5,2022,-11290
031180100,VIL OF SO BARRINGTON SPECIAL SERVICE AREA #1,-669,0,2022,-669
031180102,VIL OF SOUTH BARRINGTON SPEC SERV AREA #3,-55136,0,2022,-55136
031190000,VILLAGE OF SOUTH CHICAGO HEIGHTS,-67801,0,2022,-67801
031190020,VILLAGE OF SOUTH CHICAGO HEIGHTS RB,-866,0,2022,-866
031190080,VILLAGE OF SOUTH CHICAGO HTS FIRE PENSION,-1044,0,2022,-1044
031190085,VILLAGE OF SO CHICAGO HEIGHTS POLICE PENSION,-9094,0,2022,-9094
031190500,TIF VIL OF SO CHICAGO HTS-CHI RD/SAUK TRAIL,-692,0,2022,-692
031190503,TIF VIL OF SOUTH CHICAGO HEIGHTS-4,-20368,0,2022,-20368
031200000,VILLAGE OF   SOUTH HOLLAND,-279088,-19987,2022,-299075
031200001,VILLAGE OF SOUTH HOLLAND LIBRARY FUND,-52033,-3797,2022,-55830
031200020,VILLAGE OF SOUTH HOLLAND   RB,-90,-6,2022,-96
031200080,VILLAGE OF SOUTH HOLLAND FIRE PENSION ESCROW,-15284,-1112,2022,-16396
031200085,VILLAGE OF SOUTH HOLLAND POLICE PENSION,-35613,-2597,2022,-38210
031200501,TIF VIL OF SOUTH HOLLAND-ROUTE 6/SOUTH PARK,-20200,0,2022,-20200
031200504,TIF VIL OF SOUTH HOLLAND-DOWNTOWN,-278,-224,2022,-502
031200506,TIF VIL OF SOUTH HOLLAND-I-94 SOUTH,-12585,0,2022,-12585
031200508,TIF VIL OF SOUTH HOLLAND-GATEWAY WEST,-25364,0,2022,-25364
031210000,VILLAGE OF   STEGER,-13247,-123,2022,-13370
031210020,VILLAGE OF STEGER   RB,-266,-2,2022,-268
031210085,VILLAGE OF STEGER POLICE PENSION ESCROW,-3507,-39,2022,-3546
031210500,TIF VIL OF STEGER,0,-379,2022,-379
031210502,TIF VIL OF STEGER-CHICAGO ROAD,-7996,0,2022,-7996
031220000,VILLAGE OF   STICKNEY,-35691,-1934,2022,-37625
031220020,VILLAGE OF STICKNEY   RB,-264,-23,2022,-287
031220085,VILLAGE OF STICKNEY POLICE PENSION ESCROW,-18375,-1225,2022,-19600
031230000,VILLAGE OF   STONE PARK,-19094,0,2022,-19094
031230025,VILLAGE OF STONE PARK - 2014A ESCROW,-3410,0,2022,-3410
031230026,VILLAGE OF STONE PARK - 2014B ESCROW,-5719,0,2022,-5719
031230027,VILLAGE OF STONE PARK - 2019A ESCROW,-1325,0,2022,-1325
031230028,VILLAGE OF STONE PARK - 2019B ESCROW,-5537,0,2022,-5537
031230085,VILLAGE OF STONE PARK POLICE PENSION ESCROW,-12122,0,2022,-12122
031230500,TIF VIL OF STONE PARK-NORTH AVE/31ST AVE,-3174,0,2022,-3174
031240000,VILLAGE OF STREAMWOOD,-39090,-57,2022,-39147
031240020,VILLAGE OF STREAMWOOD RB,-1561,-2,2022,-1563
031240080,VILLAGE OF STREAMWOOD FIRE PENSION ESCROW,-8010,-12,2022,-8022
031240085,VILLAGE OF STREAMWOOD POLICE PENSION ESCROW,-11859,-18,2022,-11877
031240108,VIL OF STREAMWOOD SPECIAL SERVICE AREA 9,-45,0,2022,-45
031240113,VIL OF STREAMWOOD SPECIAL SERVICE AREA # 14,0,-5,2022,-5
031240115,VIL OF STREAMWOOD SPECIAL SERVICE AREA #16,-4,0,2022,-4
031240116,VIL OF STREAMWOOD SPEC SERVICE AREA #17,-4,0,2022,-4
031240117,VIL OF STREAMWOOD SPECIAL SERVICE AREA 18,-92,0,2022,-92
031240120,VIL OF STREAMWOOD SPECIAL SERVICE AREA 21,-43,0,2022,-43
031240121,VIL OF STREAMWOOD SPECIAL SERVICE AREA 22,-21,0,2022,-21
031240123,VIL OF STREAMWOOD SPECIAL SERVICE AREA 24,-8,0,2022,-8
031240500,TIF VIL OF STREAMWOOD-BUTTITTA DR/FRANCIS AV,-29578,0,2022,-29578
031250000,VILLAGE OF   SUMMIT,-41420,-6694,2022,-48114
031250020,VILLAGE OF SUMMIT   RB,-579,-95,2022,-674
031250085,VILLAGE OF SUMMIT POLICE PENSION ESCROW,-24578,-4129,2022,-28707
031250501,TIF VIL OF SUMMIT-63RD ST/ARCHER AVE,-31013,-63194,2022,-94207
031260000,VILLAGE OF THORNTON,-33516,0,2022,-33516
031260001,VILLAGE OF THORNTON LIBRARY FUND,-1687,0,2022,-1687
031260020,VILLAGE OF THORNTON   RB,-21,0,2022,-21
031260021,VILLAGE OF THORNTON BOND ESCROW ACCOUNT,-1837,0,2022,-1837
031260503,TIF VIL OF THORNTON-DOWNTOWN #3,-266,0,2022,-266
031270000,VILLAGE OF   TINLEY PARK,-203223,-1176,2022,-204399
031270001,VILLAGE OF TINLEY PARK LIBRARY FUND,-64762,-381,2022,-65143
031270020,VILLAGE OF TINLEY PARK   RB,-3779,-17,2022,-3796
031270085,VILLAGE OF TINLEY PARK POLICE PENSION ESCROW,-34363,-192,2022,-34555
031270503,TIF VIL OF TINLEY PARK-MENTAL HEALTH CENTER,-6670,0,2022,-6670
031270504,TIF VIL OF TINLEY PARK-LEGACY,-442,0,2022,-442
031270505,TIF VIL OF TINLEY PARK-NEW BREMEN,-5455,0,2022,-5455
031270506,TIF VIL OF TINLEY PARK-159TH/HARLEM,-2544,0,2022,-2544
031290000,VILLAGE OF   WESTCHESTER,-39486,-64,2022,-39550
031290001,VILLAGE OF WESTCHESTER LIBRARY FUND,-10629,-19,2022,-10648
031290080,VILLAGE OF WESTCHESTER FIRE PENSION ESCROW,-8747,-16,2022,-8763
031290085,VILLAGE OF WESTCHESTER POLICE PENSION ESCROW,-10431,-16,2022,-10447
031300000,VILLAGE OF   WESTERN SPRINGS,-19444,0,2022,-19444
031300001,VILLAGE OF WESTERN SPRINGS LIBRARY FUND,-5598,0,2022,-5598
031300020,VILLAGE OF WESTERN SPRINGS RB,-525,0,2022,-525
031300080,VILLAGE OF WESTERN SPRINGS FIRE PENSION,-27,0,2022,-27
031300085,VILLAGE OF WESTERN SPRINGS POLICE PENSION,-4645,0,2022,-4645
031300500,TIF VIL OF WESTERN SPRINGS-DOWNTOWN SOUTH,-2542,0,2022,-2542
031300501,TIF VIL OF WESTERN SPRINGS-DOWNTOWN NORTH,-54,0,2022,-54
031310000,VILLAGE OF   WHEELING,-168119,-61408,2022,-229527
031310020,VILLAGE OF WHEELING RB,-1073,-400,2022,-1473
031310080,VILLAGE OF WHEELING FIRE PENSION ESCROW,-40264,-14648,2022,-54912
031310085,VILLAGE OF WHEELING POLICE PENSION ESCROW,-31718,-11501,2022,-43219
031310502,TIF VIL OF WHEELING-MILWAUKEE/LAKE-COOK,-820,0,2022,-820
031310505,TIF VIL OF WHEELING-SOUTHEAST II,-122992,0,2022,-122992
031310506,TIF VIL OF WHEELING-TOWN CENTER II,-78460,-797356,2022,-875816
031320000,VILLAGE OF   WILLOW SPRINGS,-13163,-148,2022,-13311
031320020,VILLAGE OF WILLOW SPRINGS   RB,-205,-2,2022,-207
031320021,VILLAGE OF WILLOW SPRINGS BOND ESCROW 2016,-462,-5,2022,-467
031320085,VILLAGE OF WILLOW SPRINGS POLICE PENSION,-4326,-38,2022,-4364
031330000,VILLAGE OF   WILMETTE,-115829,-1032,2022,-116861
031330020,VILLAGE OF WILMETTE   RB,-3,0,2022,-3
031330080,VILLAGE OF WILMETTE FIRE PENSION ESCROW,-22974,-211,2022,-23185
031330085,VILLAGE OF WILMETTE POLICE PENSION ESCROW,-18728,-171,2022,-18899
031340000,VILLAGE OF   WINNETKA,-169642,-3327,2022,-172969
031340080,VILLAGE OF WINNETKA FIRE PENSION ESCROW,-26798,-514,2022,-27312
031340085,VILLAGE OF WINNETKA POLICE PENSION ESCROW,-23195,-431,2022,-23626
031350000,VILLAGE OF   WORTH,-25039,0,2022,-25039
031350020,VILLAGE OF WORTH   RB,-231,0,2022,-231
031350080,VILLAGE OF WORTH FIRE PENSION ESCROW,-2235,0,2022,-2235
031350085,VILLAGE OF WORTH POLICE PENSION ESCROW,-14170,0,2022,-14170
031350501,TIF VIL OF WORTH-111TH ST/TOLL RD,-4430,0,2022,-4430
040030000,SCHOOL DISTRICT C C  15,-1426022,-172940,2022,-1598962
040040000,SCH DIST 21 WHEELING COMM CONSOLIDATED,-1377106,-273636,2022,-1650742
040050000,SCHOOL DIST 23 PROSPECT HEIGHTS,-150464,-5202,2022,-155666
040070000,SCHOOL DISTRICT 25,-380706,-62549,2022,-443255
040080000,SCHOOL DISTRICT  26,-314986,0,2022,-314986
040090000,SCHOOL DISTRICT  27,-478284,-22885,2022,-501169
040100000,SCHOOL DISTRICT  28,-383147,-234626,2022,-617773
040110000,SCHOOL DISTRICT  29,-80643,-4581,2022,-85224
040120000,SCHOOL DISTRICT  30,-287126,-4139,2022,-291265
040130000,SCHOOL DISTRICT  31,-73762,-2843,2022,-76605
040140000,SCHOOL DISTRICT C C  34,-576505,-34834,2022,-611339
040150000,SCH DISTRICT 35,-376425,-25008,2022,-401433
040160000,SCH DISTRICT 36,-631505,-12940,2022,-644445
040170000,SCH DISTRICT 37,-165839,-240,2022,-166079
040180000,SCH DISTRICT 38,-169676,0,2022,-169676
040190000,SCH DISTRICT 39,-453261,-4371,2022,-457632
040210000,SCHOOL DISTRICT C C  54,-2110146,-16278,2022,-2126424
040220000,SCHOOL DISTRICT  57,-197177,-599,2022,-197776
040230000,SCHOOL DISTRICT C C  59,-2171651,-3017,2022,-2174668
040240000,SCHOOL DISTRICT C C  62,-704275,-2457,2022,-706732
040250000,SCHOOL DISTRICT  63,-418045,-1684,2022,-419729
040260000,SCHOOL DISTRICT C C  64,-411235,-15524,2022,-426759
040270000,SCHOOL DISTRICT C C  65,-1175141,-97274,2022,-1272415
040280000,SCHOOL DISTRICT 67,-75560,-2076,2022,-77636
040290000,SCHOOL DISTRICT 68,-250101,-673,2022,-250774
040300000,SCHOOL DISTRICT 69,-210049,-5304,2022,-215353
040310000,SCHOOL DISTRICT 70,-87154,0,2022,-87154
040320000,SCHOOL DISTRICT 71,-209831,0,2022,-209831
040330000,SCHOOL DISTRICT 72,-166090,-11792,2022,-177882
040340000,SCHOOL DISTRICT 73,-260467,0,2022,-260467
040350000,SCHOOL DISTRICT 73 1/2,-230956,0,2022,-230956
040360000,SCHOOL DISTRICT 74,-213389,-3402,2022,-216791
040370000,SCHOOL DISTRICT  78,-46508,0,2022,-46508
040380000,SCHOOL DISTRICT  79,-13806,-289,2022,-14095
040390000,SCHOOL DISTRICT  80,-52997,-7338,2022,-60335
040400000,SCHOOL DISTRICT  81,-89698,0,2022,-89698
040410000,SCHOOL DISTRICT  83,-723460,-817,2022,-724277
040420000,SCHOOL DISTRICT  84,-197710,-10313,2022,-208023
040420021,SCHOOL DISTRICT 84 BOND ESCROW RATE,-5441,-308,2022,-5749
040430000,SCHOOL DISTRICT  84 1/2,-404340,-7255,2022,-411595
040450000,SCHOOL DISTRICT  85 1/2,-58670,-399,2022,-59069
040460000,SCHOOL DISTRICT 86,-105913,0,2022,-105913
040470000,SCHOOL DISTRICT 87,-321862,-13133,2022,-334995
040480000,SCHOOL DISTRICT 88,-254253,-17875,2022,-272128
040480022,SCHOOL DISTRICT 88 2004 A & B ESCROW ACCOUNT,0,-1721,2022,-1721
040490000,SCHOOL DISTRICT 89,-180800,-2946,2022,-183746
040500000,SCHOOL DISTRICT 90,-129078,0,2022,-129078
040510000,SCHOOL DISTRICT 91,-208124,-3841,2022,-211965
040520000,SCHOOL DISTRICT 92,-194481,0,2022,-194481
040530000,SCHOOL DISTRICT 92 1/2,-91096,-15618,2022,-106714
040540000,SCHOOL DISTRICT 93,-188472,-362,2022,-188834
040550000,SCHOOL DISTRICT 94,-78410,0,2022,-78410
040560000,SCHOOL DISTRICT 95,-30788,-1088,2022,-31876
040570000,SCHOOL DISTRICT 96,-82342,-2135,2022,-84477
040580000,SCHOOL DISTRICT  97,-603416,-53775,2022,-657191
040590000,SCHOOL DISTRICT  98,-64899,0,2022,-64899
040600000,SCHOOL DISTRICT  99,-505939,-4794,2022,-510733
040610000,SCHOOL DISTRICT  100,-118443,-1744,2022,-120187
040620000,SCHOOL DISTRICT  101,-55970,0,2022,-55970
040630000,SCHOOL DISTRICT  102,-298868,-5340,2022,-304208
040640000,SCHOOL DISTRICT  103,-368475,-7330,2022,-375805
040650000,SCHOOL DISTRICT  104,-306215,-30959,2022,-337174
040660000,SCHOOL DISTRICT  105,-604565,-24374,2022,-628939
040670000,SCHOOL DISTRICT  106,-62306,-2541,2022,-64847
040680000,SCHOOL DISTRICT  107,-341714,0,2022,-341714
040690000,SCHOOL DISTRICT C C  108,-42437,-700,2022,-43137
040700000,SCHOOL DISTRICT  109,-312450,-6224,2022,-318674
040710000,SCHOOL DISTRICT  110,-112106,0,2022,-112106
040720000,SCHOOL DISTRICT  111,-640528,-1522,2022,-642050
040740000,COMBINED SCHOOL DISTRICT C.C NO.113A,-105414,-14308,2022,-119722
040750000,SCHOOL DISTRICT  117,-424442,-89189,2022,-513631
040760000,SCHOOL DISTRICT C C  118,-255930,-8003,2022,-263933
040770000,SCHOOL DISTRICT  122,-553153,-6417,2022,-559570
040780000,SCHOOL DISTRICT  123,-521892,-19131,2022,-541023
040790000,SCHOOL DISTRICT  124,-473826,-635,2022,-474461
040800000,SCHOOL DISTRICT  125,-69387,0,2022,-69387
040810000,SCHOOL DISTRICT  126,-575321,-31261,2022,-606582
040820000,SCHOOL DISTRICT  127,-138921,0,2022,-138921
040830000,SCHOOL DISTRICT  127 1/2,-76348,-12612,2022,-88960
040830001,SD 122 BOND/PART ANNEXED BY SD 127 1/2 2010,0,-3,2022,-3
040840000,SCHOOL DISTRICT  128,-107696,-229,2022,-107925
040850000,SCHOOL DISTRICT  130,-850711,-47416,2022,-898127
040860000,SCHOOL DISTRICT  132,-390420,-2513,2022,-392933
040870000,SCHOOL DISTRICT #133,-20006,0,2022,-20006
040880000,SCHOOL DISTRICT  135,-870788,-27722,2022,-898510
040920000,SCHOOL DISTRICT  140,-576610,-4607,2022,-581217
040930000,SCHOOL DISTRICT  142,-81903,0,2022,-81903
040940000,SCHOOL DISTRICT  143,-229222,-95699,2022,-324921
040950000,SCHOOL DISTRICT  143 1/2,-20936,-190,2022,-21126
040960000,SCHOOL DISTRICT  144,-352644,-2951,2022,-355595
040970000,SCHOOL DISTRICT 145,-46726,-47761,2022,-94487
040980000,SCHOOL DISTRICT C C  146,-840656,0,2022,-840656
040990000,SCHOOL DISTRICT  147,-113423,0,2022,-113423
040990021,SCHOOL DISTRICT 147 ESCROW ACCOUNT,-7366,0,2022,-7366
