agency_number,agency_name,refunded_sp_ptab,refunded_coe,year,total_refunds,home_rule_ind,agg_ext_base_year,lim_numerator,lim_denominator,lim_rate,prior_eav,curr_new_prop,cty_cook_eav,cty_total_eav,pct_burden,total_levy,total_max_levy,total_prelim_rate,total_reduced_levy,total_final_levy,total_final_rate,reduction_type,reduction_pct,total_non_cap_ext,total_ext,pct_inCook,refund_levyshare
031010177,CITY OF PARK RIDGE SPECIAL SERV AREA #87,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010178,CITY OF PARK RIDGE SPECIAL SERV AREA #88,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010179,CITY OF PARK RIDGE SPECIAL SERV AREA #89,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010180,CITY OF PARK RIDGE SPECIAL SERV AREA #90,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010181,CITY OF PARK RIDGE SPECIAL SERVICE AREA 91,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010182,CITY OF PARK RIDGE SPECIAL SERVICE AREA 92,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010183,CITY OF PARK RIDGE SPECIAL SERV AREA 93,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010184,CITY OF PARK RIDGE SPECIAL SERVICE AREA #94,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010185,CITY OF PARK RIDGE SPECIAL SERVICE AREA 95,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010186,CITY OF PARK RIDGE SPECIAL SERVICE AREA 96,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010188,CITY OF PARK RIDGE SPECIAL SERV AREA 98,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010189,CITY OF PARK RIDGE SPECIAL SERVICE AREA 99,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010190,CITY OF PARK RIDGE SPECIAL SERV AREA 100,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010191,CITY OF PARK RIDGE SPECIAL SERVICE AREA 101,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010192,CITY OF PARK RIDGE SPECIAL SERVICE AREA 102,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010193,CITY OF PARK RIDGE SPECIAL SERVICE AREA 103,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010500,TIF CITY OF PARK RIDGE-DEMPSTER AVE/WESTERN,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031010501,TIF CITY OF PARK RIDGE-UPTOWN,-119601,0,2022,-119601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031020000,VILLAGE OF PHOENIX,-9398,0,2022,-9398,1,NA,NA,NA,NA,5444840,0,5436255,5436255,1,773173,773173,14.223,NA,773173,14.223,NA,NA,NA,773198.55,1,0.012
031020002,VILLAGE OF PHOENIX BOND,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031020020,VILLAGE OF PHOENIX   RB,-1,0,2022,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031020021,VILLAGE OF PHOENIX ESCROW ACCOUNT,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031020500,TIF VIL OF PHOENIX,-19489,0,2022,-19489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031030000,VILLAGE OF   POSEN,-27403,-1951,2022,-29354,1,NA,NA,NA,NA,54881901,73385,53774689,53774689,1,1498031,1498031,2.786,NA,1498031,2.786,NA,NA,NA,1498162.84,1,0.02
031030020,VILLAGE OF POSEN   RB,-423,-32,2022,-455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031030021,VILLAGE OF POSEN ESCROW ACCOUNT,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031030080,VILLAGE OF POSEN FIRE PENSION ESCROW,-2330,-164,2022,-2494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031030085,VILLAGE OF POSEN POLICE PENSION ESCROW,-8230,-588,2022,-8818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031030500,TIF VIL OF POSEN-SIBLEY BLVD,-48776,-9867,2022,-58643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031030501,TIF VIL OF POSEN-2,-1284,0,2022,-1284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031040000,CITY OF PROSPECT HEIGHTS,-7927,-141,2022,-8068,0,2021,441853,513227571,0.087,414593891,3691260,516918831,516918831,1,1807396,1807396,0.35,448168,1792064,0.347,CLERK,0.966666,1343988.96,1793708.34,1,0.005
031040020,CITY OF PROSPECT HEIGHTS  R&B,-178,-3,2022,-181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031040085,CITY OF PROSPECT HEIGHTS POLICE PENSION,-2127,-38,2022,-2165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031040100,CITY OF PROSPECT HTS SPECIAL SERVICE AREA 1,0,0,2022,0,1,NA,NA,NA,NA,8867329,0,10217725,10217725,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
031040101,CITY OF PROSPECT HTS SPECIAL SERVICE AREA 2,0,0,2022,0,1,NA,NA,NA,NA,5336847,737,5856525,5856525,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
031040102,CITY OF PROSPECT HTS SPECIAL SERVICE AREA 3,0,0,2022,0,1,NA,NA,NA,NA,22847088,41408,27437698,27437698,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
031040103,CITY OF PROSPECT HTS SPECIAL SERVICE AREA 4,0,0,2022,0,1,NA,NA,NA,NA,9139656,1762149,13273670,13273670,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
031040104,CITY OF PROSPECT HEIGHTS SPEC SERVICE AREA 5,-102,0,2022,-102,1,NA,NA,NA,NA,63449255,296507,92998650,92998650,1,32332,32332,0.035,NA,32332,0.035,NA,NA,NA,32549.53,1,0.003
031040105,CITY OF PROSPECT HTS SPECIAL SERVICE AREA 6,-797,0,2022,-797,1,NA,NA,NA,NA,17322616,0,20660712,20660712,1,229670,229670,1.112,NA,229670,1.112,NA,NA,NA,229747.12,1,0.003
031040107,CITY OF PROSPECT HTS SPECIAL SERVICE AREA 8,-1006,0,2022,-1006,1,NA,NA,NA,NA,34850003,0,53188558,53188558,1,165985,165985,0.313,NA,165985,0.313,NA,NA,NA,166480.19,1,0.006
031040500,TIF CITY OF PROSPECT HEIGHTS,-9315,0,2022,-9315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031040501,TIF CITY OF PROSPECT HEIGHTS-PALATINE RD,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050000,VILLAGE OF   RICHTON PARK,-28335,-2355,2022,-30690,0,2021,3406026,139255814,2.446,142561061,1473275,140729089,140729089,1,4472458,3773269,2.682,3440965,3535512,2.513,CLERK,0.935372,94569.95,3536522.01,1,0.009
031050002,VILLAGE OF RICHTON PARK BOND,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050020,VILLAGE OF RICHTON PARK RB,-1260,-86,2022,-1346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050085,VILLAGE OF RICHTON PARK POLICE PENSION,-18411,-1258,2022,-19669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050090,VILLAGE OF RICHTON PARK 2018 CORP TAW,-5653,0,2022,-5653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050102,VIL OF RICHTON PARK SPECIAL SERVICE AREA 3,0,0,2022,0,1,NA,NA,NA,NA,1238237,0,1145017,1145017,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
031050500,TIF VIL OF RICHTON PARK-CROSSINGS,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050501,TIF VIL OF RICHTON PARK-RICHTON INDUSTRIAL,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050502,TIF VIL OF RICHTON PARK-GOVERNORS HWY,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050503,TIF VIL OF RICHTON PARK-SAUK TRAIL/I 57,-14000,0,2022,-14000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050504,TIF VIL OF RICHTON PARK-LAKEWOOD 5,-22801,0,2022,-22801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050505,TIF VIL OF RICHTON PARK-SAUK TR/GOV HWY 4,-11208,0,2022,-11208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050506,TIF VIL OF RICHTON PARK-TOWN CENTER,-41866,0,2022,-41866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031050507,TIF VIL OF RICHTON PARK-SAUK WEST CORRIDOR,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060000,VILLAGE OF   RIVER FOREST,-44368,-1887,2022,-46255,0,2021,8929948,577355547,1.547,594319539,1557937,578913484,578913484,1,7967133,7967133,1.377,7438345,7827684,1.353,AGENCY,NA,389608.77,7832699.44,1,0.006
031060001,VILLAGE OF RIVER FOREST LIBRARY FUND,-13749,-611,2022,-14360,0,2021,8929948,577355547,1.547,594319539,1557937,578913484,578913484,1,1558812,1558812,0.27,1516030,1530390,0.265,AGENCY,NA,14472.84,1534120.73,1,0.009
031060080,VILLAGE OF RIVER FOREST FIRE PENSION ESCROW,-13646,-670,2022,-14316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060085,VILLAGE OF RIVER FOREST POLICE PENSION,-15992,-729,2022,-16721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060100,VILLAGE OF RIVER FOREST SPEC SERVICE AREA 2,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060101,VIL OF RIVER FOREST SPECIAL SERVICE AREA 3,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060102,VIL OF RIVER FOREST SPECIAL SERVICE AREA 4,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060103,VIL OF RIVER FOREST SPEC SERV AREA 5,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060104,VIL OF RIVERFOREST SPECIAL SERVICE AREA 6,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060105,VIL OF RIVERFOREST SPECIAL SERVICE AREA 7,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060106,VIL OF RIVERFOREST SPECIAL SERVICE AREA 8,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060107,VIL OF RIVER FOREST SPECIAL SERVICE AREA 9,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060500,TIF VIL OF RIVER FOREST,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060501,TIF VIL OF RIVER FOREST-MADISON STREET,-6525,0,2022,-6525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031060502,TIF VIL OF RIVER FOREST-NORTH AVE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031070000,VILLAGE OF   RIVER GROVE,-141424,-1103,2022,-142527,1,NA,NA,NA,NA,214728341,577546,269803030,269803030,1,8507451,8507451,3.154,NA,8507451,3.154,NA,NA,NA,8509587.57,1,0.017
031070020,VILLAGE OF RIVER GROVE   RB,-4857,-33,2022,-4890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031070021,VILLAGE OF RIVER GROVE BOND ESCROW ACCOUNT,-15839,-102,2022,-15941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031070022,VILLAGE OF RIVER GROVE BOND ESCROW 2017,-7390,-65,2022,-7455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031070085,VILLAGE OF RIVER GROVE POLICE PENSION ESCROW,-45550,-335,2022,-45885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031070500,TIF VIL OF RIVER GROVE-BELMONT AVE/THATCHER,-58294,0,2022,-58294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031070501,TIF VIL OF RIVER GROVE-DOWNTOWN/GRAND AVE.,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031070503,TIF VIL OF RIVER GROVE-GRAND/THATCHER,-110698,0,2022,-110698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031080000,VILLAGE OF RIVERDALE,-207101,-3689,2022,-210790,1,NA,NA,NA,NA,103150951,88728,100107604,100107604,1,10727078,10727078,10.716,NA,10727078,10.716,NA,NA,NA,10727530.84,1,0.02
031080020,VILLAGE OF RIVERDALE RB,-612,-26,2022,-638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031080021,VILLAGE OF RIVERDALE BOND ESCROW ACCOUNT,-31217,-558,2022,-31775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031080080,VILLAGE OF RIVERDALE FIRE PENSION ESCROW,-15601,-425,2022,-16026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031080085,VILLAGE OF RIVERDALE POLICE PENSION ESCROW,-34834,-718,2022,-35552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031080100,VILLAGE OF RIVERDALE SPECIAL SERVICE AREA 1,0,0,2022,0,1,NA,NA,NA,NA,52953705,88728,50369713,50369713,1,0,0,0,NA,0,0,NA,NA,NA,0,1,NA
031080500,TIF VIL OF RIVERDALE-NORTHEAST RIVERDALE,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031080501,TIF VIL OF RIVERDALE-NORTHWEST,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031080502,TIF VIL OF RIVERDALE-3,-46594,0,2022,-46594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031080503,TIF VIL OF RIVERDALE-W IND/ASHLAND/138TH ST,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031080504,TIF VIL OF RIVERDALE-CENTRAL IND/138 STEWART,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090000,VILLAGE OF   RIVERSIDE,-26814,-10373,2022,-37187,0,2021,5398082,310144280,1.741,319298824,1198565,311342845,311342845,1,6998149,6993936,2.247,3646688,6231155,2.002,AGENCY,NA,812916.17,6233083.76,1,0.006
031090001,VILLAGE OF RIVERSIDE LIBRARY FUND,-7421,-2982,2022,-10403,0,2021,1252210,310144280,0.404,319298824,1198565,311342845,311342845,1,1496408,1496408,0.481,1255376,1393668,0.448,AGENCY,NA,138236.22,1394815.95,1,0.007
031090020,VILLAGE OF RIVERSIDE   RB,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090085,VILLAGE OF RIVERSIDE POLICE PENSION ESCROW,-9172,-3370,2022,-12542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090100,VIL RIVERSIDE SPEC SERV AREA #1,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090101,VIL RIVERSIDE SPEC SERV AREA 2,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090102,VILLAGE OF RIVERSIDE SPEC SERV AREA #3,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090103,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 4,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090104,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 5,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090105,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 6,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090106,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 7,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090107,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 8,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090108,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 9,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090109,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 10,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090112,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 13,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090113,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 14,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090114,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 16,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090115,VIL OF RIVERSIDE SPECIAL SERVICE AREA 17,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031090116,VILLAGE OF RIVERSIDE SPECIAL SERVICE AREA 18,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100000,VILLAGE OF   ROBBINS,-28877,0,2022,-28877,1,NA,NA,NA,NA,44662900,746157,43704637,43704637,1,1983080,1983080,4.538,NA,1983080,4.538,NA,NA,NA,1983316.43,1,0.015
031100002,VILLAGE OF ROBBINS 1986 JUDGEMENT,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100003,VILLAGE OF ROBBINS STREET BOND  SPECIAL TAX,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100004,VILLAGE OF ROBBINS WATERWORKS BOND SPC TAX C,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100005,VILLAGE OF ROBBINS WATERWORKS BOND SPL. TAX,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100020,VILLAGE OF ROBBINS   RB,-210,0,2022,-210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100021,VILLAGE OF ROBBINS ESCROW ACCOUNT,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100022,VILLAGE OF ROBBINS IMRF ESCROW ACCOUNT,0,0,2022,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100023,VILLAGE OF ROBBINS - JAWA BOND ESCROW ACCT,-1756,0,2022,-1756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100024,VILLAGE OF ROBBINS 2013 BOND ESCORW ACCOUNT,-57,0,2022,-57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100080,VILLAGE OF ROBBINS FIRE PENSION ESCROW,-558,0,2022,-558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100085,VILLAGE OF ROBBINS POLICE PENSION ESCROW,-1567,0,2022,-1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031100500,TIF VIL OF ROBBINS,-10094,0,2022,-10094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031110000,CITY OF   ROLLING MEADOWS,-181498,-6193,2022,-187691,1,NA,NA,NA,NA,871265458,10516992,1001790966,1001790966,1,15347111,15347111,1.533,NA,15347111,1.533,NA,NA,NA,15357455.51,1,0.012
031110001,CITY OF ROLLING MEADOWS LIBRARY FUND,-101436,-3543,2022,-104979,1,NA,NA,NA,NA,871265458,10516992,1001790966,1001790966,1,4213957,4213957,0.421,NA,4213957,0.421,NA,NA,NA,4217539.97,1,0.025
031110020,CITY OF ROLLING MEADOWS   RB,-4431,-259,2022,-4690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
031110080,CITY OF ROLLING MEADOWS FIRE PENSION ESCROW,-99920,-3492,2022,-103412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
